YEAR,PLAYER,GP,MPG,TS,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
2003,Steve Kerr,75,12.7,0.552,18.6,9.3,14,2,5.6,3.7,11.69,6.3,0.2
2003,Tito Maddox,9,3.9,0.354,21.3,12.8,23.6,3,19.3,11.5,11.6,0.2,0
2003,Dean Oliver,15,6.2,0.338,35.1,15.3,20.8,9,9.1,9.2,11.59,0.6,0
2003,Ryan Bowen,62,16.1,0.519,17.3,13.8,11.1,9,9.7,9.2,11.59,8.1,0.3
2003,Rodney Rogers,68,19.2,0.483,15.4,13.1,18.9,5,17.7,11.5,11.55,10.2,0.3
2003,Walt Williams,66,17.6,0.5,12.9,7.7,14.2,5,14.6,9.8,11.54,6.4,0.2
2003,Ira Newble,73,26.5,0.557,14.7,10.2,12.6,5,10.5,8,11.46,13.9,0.5
2003,Lawrence Funderburke,27,8.5,0.466,8.6,6.4,14.7,8,16.9,12.9,11.45,-0.1,0
2003,Aaron Williams,81,19.7,0.504,13.2,12.7,15.2,10,13.9,11.8,11.34,8.8,0.3
2003,Alan Henderson,82,18.2,0.508,8.4,12.5,12.4,12,17.8,15.2,11.31,-2.1,-0.1
2003,Brevin Knight,55,16.9,0.442,40.8,16.5,17.6,2,7.9,4.9,11.31,2.1,0.1
2003,Qyntel Woods,53,6.3,0.505,7.4,14.2,18.8,5,13.7,9.6,11.28,1.9,0.1
2003,Anthony Johnson,66,12.8,0.512,22,10.5,15.7,2,8.8,5.3,11.23,1.5,0
2003,Anthony Peeler,82,27.4,0.499,25.5,8.6,14,2,9.9,6.1,11.22,12.1,0.4
2003,Nate Huffman,7,10.9,0.403,13.7,8.2,17.7,13,21.9,17.2,11.22,0.4,0
2003,Bo Outlaw,80,22.5,0.574,21.7,14.7,9.8,8,14.8,11.6,11.22,-3.8,-0.1
2003,Pat Garrity,81,31.9,0.551,12.3,7.8,13.7,3,10.7,6.8,11.19,-5.9,-0.2
2003,Shawn Kemp,79,20.7,0.468,7.5,14,16.6,10,21.9,15.8,11.19,7.1,0.2
2003,Devean George,71,22.7,0.485,13.9,9.8,14.7,6,13.7,10,11.18,8.2,0.3
2003,Anthony Mason,65,32.6,0.524,28.5,10.8,11.3,5,18.1,11.5,11.13,5.3,0.2
2003,LaPhonso Ellis,55,14.3,0.476,4.5,9.2,17.3,6,17.1,11.6,11.08,1.6,0.1
2003,Kendall Gill,82,25.2,0.477,15.4,10.7,17.4,3,10.5,6.8,11.07,8.8,0.3
2003,Greg Buckner,75,20.2,0.519,16.2,10.5,13.9,5,11.4,8.4,11.06,6.3,0.2
2003,Eddie Robinson,64,21.2,0.531,14.3,11.3,12,6,10,8.2,11.03,5.3,0.2
2003,Adrian Griffin,74,18.6,0.463,20.9,9.3,12.4,7,14.1,10.6,10.98,4.9,0.2
2003,Chucky Atkins,65,21.5,0.475,23.7,10.4,18.7,2,6.5,4.1,10.97,-0.3,0
2003,Samaki Walker,67,18.6,0.465,14.6,12.8,12.5,10,23.1,16.7,10.89,-5.7,-0.2
2003,Jeff Foster,77,10.4,0.394,17.5,11.7,12.7,17,22,19.5,10.88,0.5,0
2003,Jared Jeffries,20,14.6,0.521,14.2,18.6,14.4,10,13,11.7,10.86,-1.4,0
2003,Lonny Baxter,55,12.4,0.521,5.1,14.7,17.3,11,16,13.4,10.82,-3.5,-0.1
2003,Primoz Brezec,22,5,0.449,6.9,12.1,19.7,13,9.9,11.6,10.79,0.2,0
2003,Tom Gugliotta,27,16.6,0.474,15.7,15.7,15.8,6,19.1,12.6,10.78,-2.4,-0.1
2003,Jacque Vaughn,80,21.1,0.508,29.2,12.2,14.8,2,6.4,4,10.69,-3.9,-0.1
2003,Jake Voskuhl,65,14.6,0.604,12.4,16.6,11.1,11,15.4,13.4,10.67,0.5,0
2003,Dan Dickau,50,10.3,0.504,26.6,16.6,20.4,2,7.2,4.8,10.67,-1.3,0
2003,Dikembe Mutombo,24,21.4,0.445,9.1,16.3,15.1,12,22,17,10.63,0.1,0
2003,Michael Olowokandi,36,38,0.457,7.5,15.6,17.3,5,22.3,13.6,10.55,-0.5,0
2003,Jeff McInnis,75,17.5,0.477,24.4,10.8,18.2,2,6.9,4.5,10.54,-4.5,-0.2
2003,Brian Shaw,72,12.5,0.467,24.3,12.7,15.6,2,12.5,7.4,10.52,-1.9,-0.1
2003,Jason Caffey,51,17.5,0.501,9.8,14.4,16.4,9,14.2,11.5,10.48,-2.2,-0.1
2003,Anthony Carter,49,18.6,0.39,37.7,15,18.4,1,9.3,5.3,10.45,-3.8,-0.1
2003,Walter McCarty,82,23.8,0.54,16.7,10.6,11.6,4,13.4,8.4,10.45,-15.3,-0.5
2003,Efthimios Rentzias,35,4.1,0.413,9.5,5.4,19.2,8,13.3,10.6,10.44,-0.2,0
2003,Melvin Ely,52,15.4,0.54,5.3,17.6,13.6,9,15.4,12.3,10.38,-1.3,0
2003,Rodney White,72,21.7,0.469,12.5,16.1,22.8,3,13.3,7.9,10.37,-1.5,-0.1
2003,Greg Ostertag,81,23.8,0.531,9.6,18.2,11.3,12,19.6,15.8,10.33,-3.9,-0.1
2003,Rasual Butler,72,21,0.437,11.8,9.8,19.9,2,12.3,7.1,10.27,-2.6,-0.1
2003,Andrew DeClercq,77,17.2,0.562,11.3,18.2,12.5,12,17.5,14.6,10.27,-3.3,-0.1
2003,Keyon Dooling,55,17.6,0.494,17.7,11.9,18.2,1,7.3,4.2,10.27,-5.3,-0.2
2003,Slava Medvedenko,58,10.7,0.46,5.4,11.1,20.3,12,13.7,12.8,10.27,-5.7,-0.2
2003,Dan Gadzuric,49,15.5,0.498,4.4,13.1,10.6,10,20.3,15.2,10.06,-3,-0.1
2003,Courtney Alexander,66,20.6,0.459,11,9.5,19.8,3,6.8,5,10.04,-4.6,-0.2
2003,Malik Allen,80,29,0.455,5.3,12.5,17.7,6,14.9,10.6,10,-26,-0.9
2003,Bryce Drew,13,6.1,0.352,26.8,7.3,17.3,6,13.4,9.6,9.99,-0.6,0
2003,Vin Baker,52,18.1,0.531,8.4,17.7,13.8,11,13.3,11.9,9.95,-10.9,-0.4
2003,Pepe Sanchez,9,4.1,0,53.3,13.3,11,13,6.5,9.6,9.94,-0.2,0
2003,Mark Blount,81,17.3,0.491,9.9,18.2,10.7,8.8,16.9,12.6,9.93,-7.1,-0.2
2003,Darius Miles,67,30,0.435,16.5,16.7,18.2,6,14.2,10.1,9.89,-9.2,-0.3
2003,Marcus Haislip,39,11.3,0.474,4.5,10.5,17.7,6,8.5,7,9.85,-3.1,-0.1
2003,Michael Dickerson,6,14.5,0.553,19.9,14.9,15.7,1,6.4,3.9,9.84,-0.6,0
2003,Chris Whitney,51,20.6,0.468,24.4,11.9,15.7,0.3,7.4,3.7,9.83,-9.2,-0.3
2003,Fred Hoiberg,63,12.4,0.486,28.8,10.3,9.8,2,17.5,9.7,9.74,-4.4,-0.1
2003,Ron Mercer,72,23.2,0.439,14,6.8,17.2,2,8,5.2,9.73,-9.6,-0.3
2003,Jake Tsakalidis,33,16.5,0.502,6.5,13,14,9,16.2,12.7,9.68,-3.7,-0.1
2003,Calbert Cheaney,81,29,0.514,17.1,11.3,14.6,4,10.5,7.3,9.67,-14.5,-0.5
2003,Casey Jacobsen,72,15.9,0.493,14.6,11,15.7,3,5.4,4.1,9.66,-7.2,-0.2
2003,Matt Maloney,14,7.4,0.441,34.6,10.2,14.7,1,6.4,3.9,9.56,-1,0
2003,Dan Langhi,60,9,0.434,8.5,6.5,17.2,4,14.3,9.1,9.53,-8,-0.3
2003,Loren Woods,38,9.3,0.455,14.6,17.7,13.1,9,21.3,15.2,9.51,-2.9,-0.1
2003,John Salmons,64,7.9,0.502,22.7,14,13.9,4,10.2,6.9,9.41,-4.1,-0.1
2003,Vincent Yarbrough,59,23.4,0.446,19.5,12.2,16.8,3,11.2,6.8,9.36,-14.9,-0.5
2003,Mike Wilks,46,15,0.436,31.9,9.7,13.6,3.4,8.2,5.9,9.29,-8.8,-0.3
2003,Calvin Booth,47,12.2,0.494,6.9,12.7,11.9,6,16,11.2,9.28,-5.7,-0.2
2003,Igor Rakocevic,42,5.8,0.528,25.4,17.7,17.5,2,5.9,3.9,9.27,-2.8,-0.1
2003,Stacey Augmon,70,12.3,0.474,20.7,12,13.5,3,12.7,8,9.24,-8.1,-0.3
2003,Jason Collins,81,23.5,0.521,14.2,13.8,11.6,8,13.9,11.1,9.24,-19.4,-0.6
2003,Reggie Evans,67,20.4,0.51,11.6,17.7,8.2,14,24.3,19.2,9.19,-23.5,-0.8
2003,Jermaine Jackson,53,10.5,0.451,30.6,14,11.9,3.9,7.8,5.8,9.14,-7.7,-0.3
2003,Danny Fortson,17,13.1,0.442,12.8,16,14.8,14,21.3,17.4,9.13,-2.4,-0.1
2003,Tyrone Hill,56,24.1,0.457,9.1,15.1,11.5,10.4,22.8,16.5,9.11,-24.1,-0.8
2003,Scott Williams,69,12.6,0.44,6,8.8,15.9,9,15.8,12.5,9.11,-9.7,-0.3
2003,Hubert Davis,43,7.6,0.484,23.8,9,13.1,2,11,6.5,9.07,-3.5,-0.1
2003,Lavor Postell,12,8.2,0.482,5.5,12.8,21.5,1,3.7,2.4,8.97,-1.3,0
2003,Bryon Russell,70,19.8,0.468,15.5,11.9,12.4,4,14.1,8.9,8.89,-16.7,-0.6
2003,Bruce Bowen,82,31.3,0.563,16.1,10.2,9.9,3,7.8,5.4,8.86,-31.4,-1
2003,Michael Doleac,75,13.9,0.451,9.2,10.8,16.4,7,17.7,12.3,8.84,-13.7,-0.5
2003,DeShawn Stevenson,61,12.5,0.444,9.9,12.2,20.2,4,9.7,6.8,8.81,-9.6,-0.3
2003,Ronald Murray,14,4.4,0.391,10.5,16.8,33.1,0,7.6,3.8,8.8,-1,0
2003,Tony Massenburg,58,13.7,0.508,5.1,14.9,16.7,9,14.3,11.9,8.72,-16.4,-0.5
2003,Brian Scalabrine,59,12.3,0.487,16.6,16.6,13.5,6,15.9,11.1,8.65,-15.4,-0.5
2003,Mark Madsen,54,14.5,0.458,14.9,10.6,11.6,12,10.6,11.5,8.65,-16.6,-0.6
2003,Corie Blount,50,16.7,0.502,20.6,17.7,9.7,9,17.9,13.5,8.6,-18.1,-0.6
2003,Pat Burke,62,12.6,0.415,5.9,12,18.8,8,13.4,10.7,8.5,-12.3,-0.4
2003,Emanual Davis,24,14.2,0.45,22.7,15.8,15.8,2,12.3,7.2,8.38,-6.1,-0.2
2003,Kedrick Brown,51,13.1,0.392,8.8,10.1,12.9,7,16.6,11.9,8.3,-10.9,-0.4
2003,Milt Palacio,80,24.7,0.466,31.7,16,12.6,3,10.8,6.7,8.24,-40.7,-1.4
2003,Ervin Johnson,69,17,0.492,11.3,16,6.8,12,17.8,14.7,8.06,-22.2,-0.7
2003,Jeryl Sasser,75,13.7,0.402,18.8,11.3,11.5,7,13.8,10.3,7.99,-21.5,-0.7
2003,Olumide Oyedeji,27,5.4,0.485,13.2,13.2,9.3,8,32.5,19.7,7.99,-2.8,-0.1
2003,Vitaly Potapenko,26,15.5,0.492,3,18.6,13.5,7,19,13,7.96,-7.9,-0.3
2003,John Crotty,12,15,0.431,33.9,10.5,14.8,1,9.5,4.9,7.89,-3.9,-0.1
2003,Jamal Sampson,5,1.6,0,33.3,0,11.8,15,14.7,14.6,7.88,-0.2,0
2003,Adam Harrington,19,5.8,0.387,22.7,3.8,13.1,1,7.4,4.1,7.85,-2.4,-0.1
2003,Jarron Collins,22,19.1,0.53,9.6,13,13.3,10,7.8,8.6,7.73,-9,-0.3
2003,Travis Knight,32,9,0.424,14.8,10.6,11.9,7,18.4,12.7,7.68,-6.3,-0.2
2003,Raja Bell,75,15.6,0.509,17.5,13.2,9.7,4,9.2,6.8,7.55,-25.8,-0.9
2003,Tamar Slay,36,7.6,0.428,9.9,14.1,19.1,3,9.6,6.5,7.51,-6.1,-0.2
2003,Jannero Pargo,34,10.1,0.448,24.9,14.7,15,3,9.3,6.1,7.46,-9,-0.3
2003,Chris Jefferies,51,13.1,0.463,7.9,16.1,16.2,3,7.7,5,7.35,-15.6,-0.5
2003,Corey Benjamin,9,16.9,0.4,15.1,9.1,15.6,8,15.1,11.6,7.34,-3.9,-0.1
2003,Sean Rooks,70,19.2,0.46,15.1,14.4,12.2,4,13.7,9.1,7.33,-32.8,-1.1
2003,Juaquin Hawkins,58,11.8,0.427,20.2,12.5,12.1,3,10.2,6.6,7.33,-17.8,-0.6
2003,Roger Mason Jr.,17,6.6,0.471,24.6,10.2,14.1,2,9.6,5.9,7.28,-2.7,-0.1
2003,Charles Oakley,42,12.2,0.529,30.5,16,8.4,8,16.2,12.3,7.26,-16.2,-0.5
2003,Devin Brown,10,9.3,0.389,12.8,16.5,18.8,9.8,12.8,11.3,7.14,-2.3,-0.1
2003,Bimbo Coles,35,19.7,0.413,25.1,9.8,12.8,1.8,8,4.8,7,-20.6,-0.7
2003,Dalibor Bagaric,10,7.6,0.342,10.9,13.6,17.5,10,18.6,14.5,6.87,-2.1,-0.1
2003,Randy Brown,32,8.2,0.425,34.9,17,11.7,1,10,5.6,6.83,-7.8,-0.3
2003,Frank Williams,21,8,0.393,39.2,19.6,15.4,2,10.8,6.3,6.82,-5.2,-0.2
2003,Popeye Jones,26,8.5,0.396,8.9,16.7,15,14,14.9,14.6,6.79,-7.8,-0.3
2003,Bostjan Nachbar,14,5.5,0.41,6.8,13.5,22.6,5,11.7,8.2,6.54,-2.3,-0.1
2003,Predrag Savovic,27,9.5,0.392,14.8,14.1,21,4,7.7,5.7,6.51,-8.2,-0.3
2003,Joel Przybilla,32,17.1,0.424,13.7,21.7,5.9,10,20.9,15.5,6.5,-16.7,-0.6
2003,Junior Harrington,82,24.4,0.405,29.1,16.5,15.3,2,12.6,7.3,6.41,-68.6,-2.3
2003,Kareem Rush,76,11.5,0.447,17.7,16.4,15.3,3,8.9,6.1,6.37,-26.9,-0.9
2003,Charles Smith,3,4.3,0.434,12.9,12.9,22.2,0,0,0,6.36,-0.4,0
2003,Guy Rucker,3,1.3,0,100,0,3.2,0,26.3,13.3,6.35,-0.1,0
2003,Amal McCaskill,11,6.4,0.293,19.4,7.8,12.8,12,23.5,17.9,6.34,-2.2,-0.1
2003,Anthony Goldwire,15,5.7,0.445,10.5,15.8,17.4,0,8,4.1,6.25,-3,-0.1
2003,Art Long,26,8.1,0.378,5.7,19,20,11.2,22,16.5,6.07,-7.4,-0.2
2003,Tracy Murray,31,6.2,0.407,11.9,13.9,18.9,3,10.6,6.7,5.95,-6.6,-0.2
2003,Trenton Hassell,82,24.4,0.411,23.2,12.8,10.7,2,11.9,7,5.9,-68.7,-2.3
2003,Ansu Sesay,45,10,0.404,14,15.2,13.7,9,10.4,9.6,5.86,-15.5,-0.5
2003,Chris Childs,12,8.8,0.352,36.9,13.9,12.2,3,2.2,2.7,5.79,-4,-0.1
2003,Evan Eschmeyer,17,7.9,0.409,18.3,18.3,8.4,8,15.5,11.8,5.72,-4.9,-0.2
2003,Kenny Satterfield,39,12.9,0.34,22.3,14.1,15,3.6,6.6,5,5.7,-19.1,-0.6
2003,Ken Johnson,16,9.8,0.404,0,13.1,0,0,0,0,5.68,-5.7,-0.2
2003,DeSagana Diop,80,11.8,0.356,16.2,21,9.7,7,18.4,12.8,5.64,-34.9,-1.2
2003,Michael Curry,78,19.9,0.474,26.3,10.9,8.8,1,8.6,4.8,5.54,-57.6,-1.9
2003,Fred Jones,19,6.1,0.446,13.6,16.3,11.6,4,4.8,4.4,5.41,-4.8,-0.2
2003,Darvin Ham,75,12.3,0.464,12.8,21.9,11.7,9,9.5,9.4,5.18,-36.8,-1.2
2003,Nikoloz Tskitishvili,81,16.3,0.374,15.3,14.1,16.3,5,10.8,8,5.17,-52.5,-1.8
2003,Danny Ferry,64,9.4,0.459,11.8,15.2,11,4,10.1,7.2,5.16,-25.3,-0.8
2003,Jiri Welsch,37,6.3,0.348,20.2,14.2,19,6,7.2,6.4,5.12,-9.4,-0.3
2003,Michael Stewart,47,5.3,0.426,10.3,17.2,8.4,8,16.4,12.3,4.9,-12.4,-0.4
2003,Grant Long,41,11.9,0.449,20.1,15.3,8.8,5,14.1,9.6,4.88,-21.6,-0.7
2003,Joseph Forte,17,5.1,0.319,18.8,17.1,24.7,5,9.7,7.5,4.88,-3.8,-0.1
2003,Brandon Armstrong,17,4.1,0.405,5.5,13.6,20.3,0,6.6,3.3,4.83,-2.9,-0.1
2003,Greg Foster,29,18.6,0.445,7.3,16.8,12.8,6,15.9,10.8,4.59,-24.2,-0.8
2003,Ryan Humphrey,48,9.3,0.339,6.4,13.4,14.6,8.6,17,12.7,3.85,-22.1,-0.7
2003,Sean Marks,23,9.7,0.412,3.6,16.9,15,4,14.4,9.1,3.77,-12.9,-0.4
2003,John Amaechi,50,9.5,0.351,10.7,17.4,15.6,7,12.5,9.8,3.36,-28.8,-1
2003,Robert Archibald,12,6,0.34,7.9,18.5,19.6,9,17,13.3,3.12,-4.5,-0.2
2003,Damone Brown,5,23,0.363,6.3,12.6,16.1,3,12.4,7.4,2.3,-7.9,-0.3
2003,Antonio Harvey,4,8,0.4,0,37.5,10,4,17.1,10.7,1.84,-2.1,-0.1
2003,Ruben Wolkowyski,7,3.4,0.434,12.9,12.9,11.9,0,4.8,2.4,1.76,-1.6,-0.1
2003,Bruno Sundov,26,5.3,0.281,9.6,12.3,19.8,6,16.9,11.5,1.62,-9.3,-0.3
2003,Mark Bryant,16,6.3,0.313,12.6,22,5.9,0,25.9,12.6,0.2,-7.9,-0.3
2003,Cezary Trybanski,15,5.7,0.287,3,24,15,8,10.3,9.2,-1.1,-7.5,-0.3
2003,Mateen Cleaves,12,4.6,0.323,20.5,28.7,29.2,2,13,7.8,-1.26,-5,-0.2
2003,Antoine Rigaudeau,11,8.3,0.243,12.8,12.8,18.6,5,4.8,4.8,-1.33,-8.2,-0.3
2003,Alton Ford,11,2.8,0.339,7.5,15,16.2,0,22.1,10.9,-1.71,-2.8,-0.1
2003,Chris Dudley,3,3.7,0,0,0,3.7,22,0,11,-3.13,-1.1,0
2003,A.J. Guyton,2,4.5,0,28.6,14.3,24.2,0,0,0,-6.61,-1.2,0
2003,Mengke Bateer,12,3.8,0.252,14.3,21.5,22.2,5,19.2,12.6,-7.29,-6.1,-0.2
2003,Kirk Haston,12,4.8,0.16,10.4,24.3,19.1,0,14.4,7.1,-7.92,-8,-0.3
2003,Brandon Williams,6,3.2,0.143,0,30,21,12,0,6,-9.48,-2.9,-0.1
2003,Don Reid,1,10,0.129,0,0,16.3,0,0,0,-16.69,-2.1,-0.1
2003,Donny Marshall,3,2,0,0,25,26.5,0,57.1,28.6,-17.42,-1.3,0
2003,Paul Shirley,2,2.5,0,0,0,32,0,21.9,11.4,-23.84,-1.3,0
2004,Tracy McGrady,75,39.4,0.564,15,7.1,32.6,5,14.6,9.5,31.01,452,15.1
2004,Shaquille O'Neal,67,37.8,0.602,10.7,10.1,27.8,11,21.6,16.5,29.43,356.2,11.9
2004,Chris Crawford,5,7.6,0.726,5.1,10.2,19.8,9,11.5,10.5,27.4,4.8,0.2
2004,Kobe Bryant,82,41.5,0.55,16,9.6,31.1,3,15.3,9.3,27.07,420.6,14
2004,Kevin Garnett,82,40.5,0.553,20.4,9.4,25,9,28.5,18.8,26.46,370.8,12.4
2004,Tim Duncan,81,39.3,0.564,14.1,11.1,25.7,10,27.3,19,26.46,355,11.8
2004,Dirk Nowitzki,80,39,0.581,11.3,7.2,24.8,3,25.1,14,25.94,336,11.2
2004,Steve Nash,82,33.1,0.576,29.1,9.4,24,3,7,4.8,23.51,253.1,8.4
2004,Paul Pierce,79,39.2,0.532,13.6,11.2,30.1,4,17.7,10.6,23.49,300,10
2004,Sam Cassell,78,34.6,0.565,22.7,8.9,25.2,2,12.4,7.4,23.08,243.4,8.1
2004,Jason Kidd,80,37.4,0.526,29.3,12.2,26,4,15.1,9.6,22.62,259.3,8.6
2004,Vince Carter,43,34.2,0.532,13.7,7.1,26.3,4,10.4,7.3,22.48,131.5,4.4
2004,Ray Allen,76,37.9,0.565,16.3,9.7,25.4,3.8,11.8,7.8,22.19,251.1,8.4
2004,Allen Iverson,82,42.5,0.5,15.1,9.5,30.9,2,9.5,5.8,22.14,302.8,10.1
2004,Gary Payton,80,40.1,0.504,26.8,7.6,24.2,2.9,9.4,6.1,21.94,262,8.7
2004,Karl Malone,81,36.2,0.534,17.6,9.8,26.4,5,20.5,13,21.71,223.8,7.5
2004,Chris Webber,67,39.1,0.485,16.8,9.9,28,7,21.1,14.4,21.48,212.9,7.1
2004,Michael Redd,82,28.2,0.59,9.4,6,20.3,5,13.9,9.4,21.33,187.1,6.2
2004,Jermaine O'Neal,77,37.2,0.539,8.5,9.9,23.8,8,22.8,15.6,21.16,206.5,6.9
2004,Steve Francis,81,41,0.541,21.1,12.6,25.2,6,11.5,8.7,21.12,250.6,8.4
2004,Chauncey Billups,74,31.4,0.582,19.8,9.2,22.8,2,12.2,7,21.1,175.3,5.8
2004,Elton Brand,62,39.6,0.543,11.4,11.7,20.6,13,19.3,16.2,21.09,175.6,5.9
2004,Shawn Marion,81,41.6,0.538,10.2,8,21.4,7,19.4,13,21.05,240.4,8
2004,Stephon Marbury,81,40,0.52,24.7,9.9,27.2,2,7.4,4.6,21.03,242.6,8.1
2004,Grant Hill,29,29.1,0.568,21.2,14.6,22.9,5,23.2,14,21.02,66.2,2.2
2004,Chris Owens,1,6,0.667,0,25,26.2,19,0,9.4,20.97,0.5,0
2004,John Stockton,82,27.7,0.577,39.9,11.5,20.8,3,7.7,5.4,20.68,167.7,5.6
2004,Pau Gasol,82,36,0.57,12.7,11.8,22,7,19.9,13.7,20.66,201.6,6.7
2004,Yao Ming,82,29,0.57,10.7,13.5,20.4,10,22.6,16.3,20.2,170.7,5.7
2004,Randy Livingston,2,6,0.615,17,0,17.6,0,0,0,20.2,0.8,0
2004,Michael Jordan,82,37,0.491,14.4,8,26.5,3,16.7,9.7,20.14,211.2,7
2004,Shareef Abdur-Rahim,81,38.1,0.566,12.9,11.3,22.2,7,17.8,12.5,20.09,197.8,6.6
2004,Peja Stojakovic,72,34,0.6,10.1,7.3,20.2,3,14,8.7,20.04,174.5,5.8
2004,Andrei Kirilenko,80,27.7,0.598,12.8,12.6,18.2,8,14.4,11.5,20.03,157.4,5.2
2004,Jerry Stackhouse,70,39.2,0.528,16.3,10,26,3,8.5,5.6,19.81,190.9,6.4
2004,Richard Hamilton,82,32.2,0.531,10.8,10.4,28.5,4,10.5,7.1,19.76,182.5,6.1
2004,Arvydas Sabonis,78,15.5,0.549,21.8,11.5,18.7,9,24.7,16.7,19.58,81,2.7
2004,Antawn Jamison,82,39.3,0.542,7.8,8.8,22.8,7,12.5,9.5,19.49,192.2,6.4
2004,Gilbert Arenas,82,35,0.54,23.5,13.2,24.8,4,10.6,7.2,19.37,179,6
2004,Zach Randolph,77,16.9,0.555,6,9,20.7,13,18.9,15.9,19.36,76.3,2.5
2004,Zydrunas Ilgauskas,81,30,0.516,7.5,12.5,25.5,11,17.4,14.1,19.31,158.2,5.3
2004,Eddie Jones,47,38.1,0.551,16.5,8.1,21.6,2,12.7,7.3,19.24,116.7,3.9
2004,Matt Harpring,78,32.8,0.588,9.1,11,21.9,9,14.8,12.2,19.05,163.2,5.4
2004,Jamal Mashburn,82,40.5,0.507,18.9,9.4,26.1,2,15.3,8.7,18.93,209,7
2004,Jason Terry,81,38,0.549,28.3,11.8,22.3,1,8.6,5.2,18.92,182.2,6.1
2004,Bobby Jackson,59,28.4,0.561,16.8,9.8,22,4,9.8,7,18.92,99.1,3.3
2004,Allan Houston,82,37.9,0.563,10.8,8.7,24.4,1,7.9,4.4,18.84,193.4,6.4
2004,Brad Miller,73,31.1,0.579,17,10.4,17.6,9,20.2,14.9,18.8,138.9,4.6
2004,Reggie Slater,26,5.4,0.58,4.8,10.9,22.5,15,10.2,12.5,18.78,8.4,0.3
2004,Rasheed Wallace,74,36.3,0.552,10.2,9.3,21.3,5,19.6,12.3,18.44,157.1,5.2
2004,Toni Kukoc,63,27,0.551,22.7,12,20.4,5,13.7,9.1,18.35,99.9,3.3
2004,Michael Finley,69,38.3,0.514,12.7,7.1,22,4,12.3,8.4,18.34,154.6,5.2
2004,Mike Bibby,55,33.4,0.559,23.9,10.6,20.9,2,6.3,4.3,18.24,99.1,3.3
2004,Earl Boykins,68,19.4,0.543,26.1,8.6,20.3,3,4.2,3.5,18.24,71.3,2.4
2004,Kerry Kittles,65,30,0.55,17.1,5.5,17.9,3,11.7,7.4,18.09,110.6,3.7
2004,Jon Barry,80,18.4,0.593,27.3,10.7,17.6,3,12,7.2,18.04,82.9,2.8
2004,Marcus Fizer,38,21.3,0.503,8.8,10.4,24.8,11,18.3,14.8,18.04,43.7,1.5
2004,Donyell Marshall,78,30.5,0.513,10.6,10.5,19.6,11,21.3,16.2,17.86,112.9,3.8
2004,Wally Szczerbiak,52,35.3,0.567,13.2,8.5,20.2,3,11.3,7.4,17.84,100.6,3.4
2004,Jason Williams,76,31.7,0.501,36.8,9.8,21.1,1,8.6,5,17.83,122.6,4.1
2004,Corey Maggette,64,31.3,0.564,10.1,12,22.6,4,13.8,9.1,17.79,109.2,3.6
2004,Tierre Brown,15,11.2,0.499,30.9,17.4,23.1,5,15,10,17.71,8.4,0.3
2004,Glenn Robinson,69,37.6,0.519,11.2,13.5,26.2,4,15.7,10,17.57,136.7,4.6
2004,Baron Davis,50,37.8,0.5,24.3,10.6,23.7,3,8.1,5.7,17.51,91.8,3.1
2004,Metta World Peace,69,33.6,0.529,14.6,10.7,20.9,5,12.4,8.8,17.49,120.9,4
2004,Stromile Swift,67,22.1,0.542,6.1,13.4,18.9,9,20.3,14.6,17.49,66,2.2
2004,Danny Manning,13,6.8,0.491,14.4,14.4,20.8,9,14.9,12,17.35,4.4,0.1
2004,Eddy Curry,81,19.4,0.607,4.2,15.7,21,8,16.4,12.4,17.3,78.5,2.6
2004,Zendon Hamilton,3,4,0.51,0,14.5,23.3,9,29.7,19,17.25,0.6,0
2004,Jeff Trepagnier,8,12.1,0.522,10.5,14,21.9,9,10.1,9.6,17.24,4.9,0.2
2004,Mikki Moore,8,5.4,0.517,13.4,8.9,3.3,16.2,5.2,10.6,17.2,1.8,0.1
2004,Tony Parker,82,33.8,0.542,24,11,22.1,1,7.3,4.5,17.17,127.8,4.3
2004,Juwan Howard,77,35.5,0.501,12.7,10.3,24.7,7,18.1,12.5,17.16,115.3,3.8
2004,Keith Van Horn,74,31.6,0.556,7.2,11.5,21.1,8,18.7,13.2,17.15,98.5,3.3
2004,Derek Anderson,76,33.6,0.556,23.2,9.1,18.9,3,10,6.2,17.11,126.1,4.2
2004,Alvin Williams,78,33.8,0.508,26.8,8.2,19.6,2,8.6,5.3,17.1,120.1,4
2004,Shawn Bradley,81,21.4,0.601,9.4,11.7,12.2,10,20.7,15.1,16.97,82.3,2.7
2004,Carlos Boozer,81,25.3,0.577,11.6,11.3,15.9,11,22.7,16.6,16.97,83.7,2.8
2004,Rashard Lewis,77,39.5,0.537,8.4,9.1,20.2,6,13.8,9.7,16.95,123.8,4.1
2004,Ricky Davis,79,39.6,0.485,18.3,11.6,25.9,3,10.7,7,16.94,150.5,5
2004,Kenyon Martin,77,34.1,0.511,11.3,11.8,22.8,7,20.7,13.9,16.83,104.5,3.5
2004,Maceo Baston,16,6.6,0.661,0,16.5,13.9,4,21.3,12.4,16.81,5,0.2
2004,David Robinson,64,26.2,0.531,9.3,12.6,14.9,12,22.8,17.6,16.74,76.8,2.6
2004,P.J. Brown,78,33.4,0.592,15.5,10.3,13.2,11,20.7,15.6,16.73,101.8,3.4
